TIPOLOGIA,ESSENZA,UBICAZIONE,LUOGO,CIRCOSCR,VIA,DISPOSIZ,POSIZ,ALTEZZA,DIAMFUSTO,NOTEGENER,TIPOFOGLIA
Albero,BETULA PENDULA,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ABIES ALBA,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,PRUNUS CERASIFERA,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,PLATANUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,CERCIS SILIQUASTRUM,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,PLATANUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,QUERCUS ILEX,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,ULMUS MINOR,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,CERATONIA SILIQUA,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,PRUNUS AVIUM,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,CERCIS SILIQUASTRUM,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS ILEX,SERRA RIFUSA,Giardino,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Giardino,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Giardino,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Giardino,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Giardino,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERCIS SILIQUASTRUM,SERRA RIFUSA,Giardino,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,TILIA PLATYPHYLLOS,SERRA RIFUSA,Giardino,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA PLATYPHYLLOS,SERRA RIFUSA,Giardino,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA PLATYPHYLLOS,SERRA RIFUSA,Giardino,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA PLATYPHYLLOS,SERRA RIFUSA,Giardino,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA PLATYPHYLLOS,SERRA RIFUSA,Giardino,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA PLATYPHYLLOS,SERRA RIFUSA,Giardino,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA PLATYPHYLLOS,SERRA RIFUSA,Giardino,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERCIS SILIQUASTRUM,SERRA RIFUSA,Giardino,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,CERATONIA SILIQUA,SERRA RIFUSA,Giardino,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA PLATYPHYLLOS,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERCIS SILIQUASTRUM,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,CERATONIA SILIQUA,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERCIS SILIQUASTRUM,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,CERATONIA SILIQUA,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,ULMUS MINOR,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,SERRA RIFUSA,Giardino,Serra Rifusa,Giardino Via Rosario Livatino,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,MORUS ALBA,SERRA RIFUSA,Giardino,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS PUBESCENS,SERRA RIFUSA,Aiuola stradale,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS PUBESCENS,SERRA RIFUSA,Aiuola stradale,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS PUBESCENS,SERRA RIFUSA,Aiuola stradale,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS ILEX,SERRA RIFUSA,Aiuola stradale,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Aiuola stradale,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Aiuola stradale,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,FRAXINUS EXCELSIOR,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,CERATONIA SILIQUA,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,FRAXINUS EXCELSIOR,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,ULMUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,ULMUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,ACER NEGUNDO,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER NEGUNDO,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,FRAXINUS EXCELSIOR,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ULMUS MINOR,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,FRAXINUS EXCELSIOR,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,FRAXINUS EXCELSIOR,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Parco,Serra Rifusa,Piazzetta Vincenzo Valicenti,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Parco,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,TILIA PLATYPHYLLOS,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,ACER CAMPESTRE,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,PLATANUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,ACER CAMPESTRE,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,MESPILUS GERMANICA,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,PLATANUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,PLATANUS SP.,SERRA RIFUSA,Aiuola,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,ND
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACER CAMPESTRE,SERRA RIFUSA,Via,Serra Rifusa,Via Caduti di Nassiyria,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
